district,state,year,flood_events,area_affected_ha,people_affected,damage_cr
South West Khasi Hills,Meghalaya,2015,6,39917,167883,911
South West Khasi Hills,Meghalaya,2016,6,14000,152639,939
South West Khasi Hills,Meghalaya,2017,9,37338,83131,367
South West Khasi Hills,Meghalaya,2018,9,35911,81735,576
South West Khasi Hills,Meghalaya,2019,4,10905,127672,800
South West Khasi Hills,Meghalaya,2020,7,17491,131451,802
South West Khasi Hills,Meghalaya,2021,8,36268,97716,853
South West Khasi Hills,Meghalaya,2022,3,36060,147374,278
South West Khasi Hills,Meghalaya,2023,7,20920,189684,564
South West Khasi Hills,Meghalaya,2024,8,44569,143367,768
West Garo Hills,Meghalaya,2015,6,18636,161711,947
West Garo Hills,Meghalaya,2016,4,25391,129446,596
West Garo Hills,Meghalaya,2017,7,43916,83116,599
West Garo Hills,Meghalaya,2018,4,15356,61911,281
West Garo Hills,Meghalaya,2019,8,49963,123742,275
West Garo Hills,Meghalaya,2020,5,44330,96899,593
West Garo Hills,Meghalaya,2021,5,40925,187967,613
West Garo Hills,Meghalaya,2022,9,36508,66071,183
West Garo Hills,Meghalaya,2023,3,39483,134863,628
West Garo Hills,Meghalaya,2024,4,38697,146274,391
West Jaintia Hills,Meghalaya,2015,5,32012,58235,703
West Jaintia Hills,Meghalaya,2016,4,38406,170908,929
West Jaintia Hills,Meghalaya,2017,9,21312,169167,519
West Jaintia Hills,Meghalaya,2018,6,38075,68488,216
West Jaintia Hills,Meghalaya,2019,4,45692,70014,361
West Jaintia Hills,Meghalaya,2020,9,22893,132337,714
West Jaintia Hills,Meghalaya,2021,6,39499,143522,879
West Jaintia Hills,Meghalaya,2022,5,13718,136090,524
West Jaintia Hills,Meghalaya,2023,4,40363,194421,859
West Jaintia Hills,Meghalaya,2024,4,45492,189728,210
West Khasi Hills,Meghalaya,2015,3,49238,181037,906
West Khasi Hills,Meghalaya,2016,7,12048,139065,420
West Khasi Hills,Meghalaya,2017,7,29351,194508,330
West Khasi Hills,Meghalaya,2018,3,22811,114687,816
West Khasi Hills,Meghalaya,2019,7,27851,106299,943
West Khasi Hills,Meghalaya,2020,4,49863,195082,624
West Khasi Hills,Meghalaya,2021,9,16293,122493,744
West Khasi Hills,Meghalaya,2022,5,14902,182265,784
West Khasi Hills,Meghalaya,2023,3,15411,91316,706
West Khasi Hills,Meghalaya,2024,9,15223,176538,789
Aizawl,Mizoram,2015,0,3701,11342,94
Aizawl,Mizoram,2016,1,4756,3838,88
Aizawl,Mizoram,2017,0,2013,8706,82
Aizawl,Mizoram,2018,1,2071,12485,33
Aizawl,Mizoram,2019,0,4253,10988,73
Aizawl,Mizoram,2020,0,2631,12969,40
Aizawl,Mizoram,2021,1,619,3419,26
Aizawl,Mizoram,2022,2,4913,1560,55
Aizawl,Mizoram,2023,1,2798,5088,68
Aizawl,Mizoram,2024,1,1776,10692,92
Champhai,Mizoram,2015,2,3010,3186,82
Champhai,Mizoram,2016,1,2958,11398,40
Champhai,Mizoram,2017,0,3361,3979,60
Champhai,Mizoram,2018,1,3072,7516,33
Champhai,Mizoram,2019,1,4715,3252,85
Champhai,Mizoram,2020,2,1634,2446,54
Champhai,Mizoram,2021,1,1129,8706,92
Champhai,Mizoram,2022,2,3984,5189,79
Champhai,Mizoram,2023,0,983,12585,88
Champhai,Mizoram,2024,2,525,12402,37
Hnahthial,Mizoram,2015,0,3244,11824,88
Hnahthial,Mizoram,2016,1,960,7405,28
Hnahthial,Mizoram,2017,2,1562,3849,93
Hnahthial,Mizoram,2018,0,3600,11485,93
Hnahthial,Mizoram,2019,1,1923,7216,54
Hnahthial,Mizoram,2020,1,3308,1568,14
Hnahthial,Mizoram,2021,2,3785,8311,98
Hnahthial,Mizoram,2022,1,502,13931,54
Hnahthial,Mizoram,2023,1,4029,1020,35
Hnahthial,Mizoram,2024,2,2647,10609,22
Khawzawl,Mizoram,2015,1,1330,5492,18
Khawzawl,Mizoram,2016,1,3777,9350,68
Khawzawl,Mizoram,2017,1,2849,7281,82
Khawzawl,Mizoram,2018,2,649,14380,71
Khawzawl,Mizoram,2019,1,1468,6199,84
Khawzawl,Mizoram,2020,0,559,7581,13
Khawzawl,Mizoram,2021,0,2086,2938,100
Khawzawl,Mizoram,2022,1,3025,5880,37
Khawzawl,Mizoram,2023,1,2028,9853,94
Khawzawl,Mizoram,2024,0,4436,14847,100
Kolasib,Mizoram,2015,0,725,3225,18
Kolasib,Mizoram,2016,2,1898,7522,61
Kolasib,Mizoram,2017,1,624,6773,67
Kolasib,Mizoram,2018,2,581,1030,84
Kolasib,Mizoram,2019,2,3601,7396,93
Kolasib,Mizoram,2020,1,789,11768,37
Kolasib,Mizoram,2021,1,1341,2333,98
Kolasib,Mizoram,2022,0,1437,12817,36
Kolasib,Mizoram,2023,0,1171,4907,67
Kolasib,Mizoram,2024,2,2794,12603,14
Lawngtlai,Mizoram,2015,2,1540,1563,11
Lawngtlai,Mizoram,2016,2,1941,3975,72
Lawngtlai,Mizoram,2017,0,4135,13605,10
Lawngtlai,Mizoram,2018,1,1459,9851,93
Lawngtlai,Mizoram,2019,1,1432,5963,41
Lawngtlai,Mizoram,2020,0,2935,12631,32
Lawngtlai,Mizoram,2021,2,1415,2360,39
Lawngtlai,Mizoram,2022,2,4579,4014,17
Lawngtlai,Mizoram,2023,1,3070,4257,87
Lawngtlai,Mizoram,2024,1,4978,2952,70
Lunglei,Mizoram,2015,1,4343,2476,69
Lunglei,Mizoram,2016,0,3866,7095,99
Lunglei,Mizoram,2017,0,1051,12494,34
Lunglei,Mizoram,2018,0,3673,7571,48
Lunglei,Mizoram,2019,0,3505,13845,13
Lunglei,Mizoram,2020,1,3922,11376,50
Lunglei,Mizoram,2021,1,1096,6609,95
Lunglei,Mizoram,2022,1,2683,14036,47
Lunglei,Mizoram,2023,2,4024,9017,98
Lunglei,Mizoram,2024,1,2923,5644,84
Mamit,Mizoram,2015,0,1777,9084,87
Mamit,Mizoram,2016,2,2018,5061,37
Mamit,Mizoram,2017,0,1210,2357,71
Mamit,Mizoram,2018,1,1223,12416,13
Mamit,Mizoram,2019,0,2232,5178,98
Mamit,Mizoram,2020,0,1318,12711,61
Mamit,Mizoram,2021,1,4101,14918,86
Mamit,Mizoram,2022,2,4325,11006,16
Mamit,Mizoram,2023,0,4088,1915,66
Mamit,Mizoram,2024,2,3767,9439,49
Saitual,Mizoram,2015,2,2600,14657,75
Saitual,Mizoram,2016,0,2952,5159,97
Saitual,Mizoram,2017,0,4925,8148,85
Saitual,Mizoram,2018,0,3257,2039,88
Saitual,Mizoram,2019,1,2642,14625,83
Saitual,Mizoram,2020,2,2303,9370,61
Saitual,Mizoram,2021,1,3274,2526,92
Saitual,Mizoram,2022,2,3816,1452,97
Saitual,Mizoram,2023,2,1774,4639,54
Saitual,Mizoram,2024,1,3450,10149,79
Serchhip,Mizoram,2015,0,4302,9837,20
Serchhip,Mizoram,2016,0,4272,11120,40
Serchhip,Mizoram,2017,1,4029,3871,17
Serchhip,Mizoram,2018,2,2276,14082,24
Serchhip,Mizoram,2019,0,1793,7578,45
Serchhip,Mizoram,2020,2,2564,10515,59
Serchhip,Mizoram,2021,0,907,3482,74
Serchhip,Mizoram,2022,0,4951,14197,67
Serchhip,Mizoram,2023,0,3507,7718,55
Serchhip,Mizoram,2024,2,552,10593,50
Siaha,Mizoram,2015,0,1176,7718,98
Siaha,Mizoram,2016,0,1471,4647,85
Siaha,Mizoram,2017,2,4601,12597,69
Siaha,Mizoram,2018,2,5000,12236,98
Siaha,Mizoram,2019,2,3003,13910,48
Siaha,Mizoram,2020,1,4419,6146,71
Siaha,Mizoram,2021,1,4415,11557,98
Siaha,Mizoram,2022,2,3524,12664,93
Siaha,Mizoram,2023,0,504,14989,74
Siaha,Mizoram,2024,0,2129,10017,70
Chumoukedima,Nagaland,2015,2,671,12145,14
Chumoukedima,Nagaland,2016,2,3738,12001,27
Chumoukedima,Nagaland,2017,2,1888,9606,36
Chumoukedima,Nagaland,2018,1,2522,8567,31
Chumoukedima,Nagaland,2019,2,589,3359,60
Chumoukedima,Nagaland,2020,2,4746,12990,21
Chumoukedima,Nagaland,2021,2,1435,14268,45
Chumoukedima,Nagaland,2022,0,2392,2113,24
Chumoukedima,Nagaland,2023,0,1175,13103,19
Chumoukedima,Nagaland,2024,2,2020,3937,80
Dimapur,Nagaland,2015,0,3643,3898,59
Dimapur,Nagaland,2016,1,4937,11106,11
Dimapur,Nagaland,2017,2,4815,9672,28
Dimapur,Nagaland,2018,2,4317,13279,49
Dimapur,Nagaland,2019,2,3050,3817,75
Dimapur,Nagaland,2020,0,3325,13154,65
Dimapur,Nagaland,2021,2,1129,14866,83
Dimapur,Nagaland,2022,0,4311,9232,85
Dimapur,Nagaland,2023,1,3084,4172,18
Dimapur,Nagaland,2024,1,2241,1295,92
Kiphire,Nagaland,2015,1,1511,8304,16
Kiphire,Nagaland,2016,0,1925,2989,95
Kiphire,Nagaland,2017,0,4769,2341,53
Kiphire,Nagaland,2018,0,3108,2902,72
Kiphire,Nagaland,2019,1,1192,5146,59
Kiphire,Nagaland,2020,1,760,5704,46
Kiphire,Nagaland,2021,1,937,1549,86
Kiphire,Nagaland,2022,2,1361,5991,47
Kiphire,Nagaland,2023,1,3061,12314,13
Kiphire,Nagaland,2024,1,1217,1854,45
Kohima,Nagaland,2015,2,2003,12356,14
Kohima,Nagaland,2016,0,2462,2619,80
Kohima,Nagaland,2017,1,2828,14164,13
Kohima,Nagaland,2018,2,2803,9475,33
Kohima,Nagaland,2019,0,3865,6260,65
Kohima,Nagaland,2020,1,2040,2824,10
Kohima,Nagaland,2021,1,4155,6314,47
Kohima,Nagaland,2022,2,1125,12585,80
Kohima,Nagaland,2023,1,3553,13434,49
Kohima,Nagaland,2024,2,3511,4162,19
Longleng,Nagaland,2015,0,4893,11929,32
Longleng,Nagaland,2016,2,4128,6969,86
Longleng,Nagaland,2017,0,1184,8096,82
Longleng,Nagaland,2018,1,3073,7922,88
Longleng,Nagaland,2019,0,2475,6881,18
Longleng,Nagaland,2020,2,3563,7379,25
Longleng,Nagaland,2021,0,1022,1109,41
Longleng,Nagaland,2022,1,3844,7439,73
Longleng,Nagaland,2023,1,1786,11680,54
Longleng,Nagaland,2024,0,639,11570,42
Meluri,Nagaland,2015,0,2122,2495,81
Meluri,Nagaland,2016,1,1812,7663,57
Meluri,Nagaland,2017,2,3784,13798,83
Meluri,Nagaland,2018,0,915,1501,100
Meluri,Nagaland,2019,2,4539,12713,99
Meluri,Nagaland,2020,2,2036,9224,88
Meluri,Nagaland,2021,0,655,10238,22
Meluri,Nagaland,2022,2,3831,12255,26
Meluri,Nagaland,2023,0,2579,8119,85
Meluri,Nagaland,2024,0,4948,10117,60
Mokokchung,Nagaland,2015,2,1905,12882,51
Mokokchung,Nagaland,2016,1,1609,4517,89
Mokokchung,Nagaland,2017,0,1224,14757,20
Mokokchung,Nagaland,2018,1,1350,10084,45
Mokokchung,Nagaland,2019,2,803,2774,58
Mokokchung,Nagaland,2020,0,4746,5227,15
Mokokchung,Nagaland,2021,0,3974,9145,87
Mokokchung,Nagaland,2022,1,2989,6864,35
Mokokchung,Nagaland,2023,0,3441,8185,15
Mokokchung,Nagaland,2024,1,995,11345,51
Mon,Nagaland,2015,1,1050,13994,100
Mon,Nagaland,2016,0,3863,5175,14
Mon,Nagaland,2017,0,3862,13923,25
Mon,Nagaland,2018,0,1506,7176,13
Mon,Nagaland,2019,0,1924,14364,28
Mon,Nagaland,2020,1,1968,9679,62
Mon,Nagaland,2021,0,2522,14726,14
Mon,Nagaland,2022,1,653,6601,57
Mon,Nagaland,2023,0,2963,6567,94
Mon,Nagaland,2024,0,1827,1446,27
Niuland,Nagaland,2015,1,3793,8346,10
Niuland,Nagaland,2016,2,3027,7885,94
Niuland,Nagaland,2017,0,1539,2458,87
Niuland,Nagaland,2018,0,1776,6797,60
Niuland,Nagaland,2019,0,3743,3106,51
Niuland,Nagaland,2020,2,3916,3670,45
Niuland,Nagaland,2021,1,4737,1889,48
Niuland,Nagaland,2022,0,891,1833,25
Niuland,Nagaland,2023,2,1845,11389,100
Niuland,Nagaland,2024,0,2154,13246,36
Noklak,Nagaland,2015,0,4503,1153,53
Noklak,Nagaland,2016,2,3916,6121,57
Noklak,Nagaland,2017,1,3531,3650,13
Noklak,Nagaland,2018,2,4984,7892,91
Noklak,Nagaland,2019,1,2854,11159,49
Noklak,Nagaland,2020,1,797,7597,67
Noklak,Nagaland,2021,2,3409,8923,85
Noklak,Nagaland,2022,0,1993,14445,21
Noklak,Nagaland,2023,2,4801,12911,13
Noklak,Nagaland,2024,1,2859,14999,60
Peren,Nagaland,2015,0,621,14073,47
Peren,Nagaland,2016,0,1179,9053,55
Peren,Nagaland,2017,0,2036,1194,49
Peren,Nagaland,2018,0,2340,9525,65
Peren,Nagaland,2019,2,2947,1190,50
Peren,Nagaland,2020,0,2988,3931,23
Peren,Nagaland,2021,2,720,10266,44
Peren,Nagaland,2022,2,2123,4285,11
Peren,Nagaland,2023,2,3168,12040,35
Peren,Nagaland,2024,1,670,11195,25
Phek,Nagaland,2015,1,1808,3584,48
Phek,Nagaland,2016,0,3622,3795,18
Phek,Nagaland,2017,1,4584,5634,82
Phek,Nagaland,2018,0,4701,8409,42
Phek,Nagaland,2019,2,2603,13650,51
Phek,Nagaland,2020,0,2739,2270,60
Phek,Nagaland,2021,2,898,12182,42
Phek,Nagaland,2022,2,4735,8080,53
Phek,Nagaland,2023,1,4640,6056,69
Phek,Nagaland,2024,1,3778,13205,14
Shamator,Nagaland,2015,0,2568,14039,21
Shamator,Nagaland,2016,2,2746,5578,89
Shamator,Nagaland,2017,1,4841,6973,85
Shamator,Nagaland,2018,1,4114,12769,81
Shamator,Nagaland,2019,2,546,10351,16
Shamator,Nagaland,2020,0,3549,14111,13
Shamator,Nagaland,2021,0,980,10981,50
Shamator,Nagaland,2022,0,620,9411,41
Shamator,Nagaland,2023,1,3055,11157,86
Shamator,Nagaland,2024,2,2919,2093,22
Tseminyu,Nagaland,2015,1,1424,12803,43
Tseminyu,Nagaland,2016,0,3162,6303,74
Tseminyu,Nagaland,2017,1,2154,1903,54
Tseminyu,Nagaland,2018,0,1168,7358,85
Tseminyu,Nagaland,2019,0,948,10887,41
Tseminyu,Nagaland,2020,1,615,7329,42
Tseminyu,Nagaland,2021,2,2517,8365,65
Tseminyu,Nagaland,2022,1,2077,3791,24
Tseminyu,Nagaland,2023,2,4666,2735,62
Tseminyu,Nagaland,2024,1,1427,11972,80
Tuensang,Nagaland,2015,0,2047,14677,23
Tuensang,Nagaland,2016,2,1790,12538,99
Tuensang,Nagaland,2017,1,2131,8774,81
Tuensang,Nagaland,2018,2,2632,5395,18
Tuensang,Nagaland,2019,0,1553,6666,41
Tuensang,Nagaland,2020,1,2447,10305,93
Tuensang,Nagaland,2021,2,517,12086,75
Tuensang,Nagaland,2022,0,1964,1014,35
Tuensang,Nagaland,2023,1,3257,4498,31
Tuensang,Nagaland,2024,0,1758,10877,83
Wokha,Nagaland,2015,1,3215,10776,56
Wokha,Nagaland,2016,1,3094,7799,20
Wokha,Nagaland,2017,2,1925,4272,47
Wokha,Nagaland,2018,0,4139,12730,25
Wokha,Nagaland,2019,1,1106,12877,66
Wokha,Nagaland,2020,1,1773,12083,83
Wokha,Nagaland,2021,2,4166,4220,91
Wokha,Nagaland,2022,1,3031,7523,98
Wokha,Nagaland,2023,2,939,13982,33
Wokha,Nagaland,2024,0,3153,5279,61
Zunheboto,Nagaland,2015,1,892,12884,67
Zunheboto,Nagaland,2016,1,1218,4610,23
Zunheboto,Nagaland,2017,0,2003,12337,89
Zunheboto,Nagaland,2018,2,2922,10276,18
Zunheboto,Nagaland,2019,1,3902,3211,16
Zunheboto,Nagaland,2020,1,4350,5727,38
Zunheboto,Nagaland,2021,0,2539,11547,26
Zunheboto,Nagaland,2022,0,2514,13153,48
Zunheboto,Nagaland,2023,1,4351,1058,89
Zunheboto,Nagaland,2024,0,3466,13888,70
Anugul,Odisha,2015,5,17762,167486,427
Anugul,Odisha,2016,5,43164,185242,595
Anugul,Odisha,2017,9,22648,51280,230
Anugul,Odisha,2018,9,31504,161515,384
Anugul,Odisha,2019,5,44708,145292,434
Anugul,Odisha,2020,6,16088,130095,180
Anugul,Odisha,2021,6,41614,190534,852
Anugul,Odisha,2022,8,21433,158471,721
Anugul,Odisha,2023,3,33556,165761,284
Anugul,Odisha,2024,3,49340,181568,537
Balangir,Odisha,2015,7,36830,159853,891
Balangir,Odisha,2016,7,34584,69585,666
Balangir,Odisha,2017,9,20446,137619,442
Balangir,Odisha,2018,3,17536,125079,588
Balangir,Odisha,2019,6,38576,69851,415
Balangir,Odisha,2020,7,32998,170658,953
Balangir,Odisha,2021,3,16747,127925,157
Balangir,Odisha,2022,6,47372,58641,426
Balangir,Odisha,2023,5,43650,194913,737
Balangir,Odisha,2024,5,47947,149509,521
Baleshwar,Odisha,2015,7,44010,56669,224
Baleshwar,Odisha,2016,8,48020,128067,609
Baleshwar,Odisha,2017,9,15500,53799,437
Baleshwar,Odisha,2018,9,13825,132496,861
Baleshwar,Odisha,2019,9,43493,197999,950
Baleshwar,Odisha,2020,5,35223,121144,533
Baleshwar,Odisha,2021,5,34891,161984,242
Baleshwar,Odisha,2022,3,32678,159813,666
Baleshwar,Odisha,2023,4,20544,164019,982
Baleshwar,Odisha,2024,8,31807,192296,738
Bargarh,Odisha,2015,4,49813,78028,571
Bargarh,Odisha,2016,6,15895,62477,467
Bargarh,Odisha,2017,9,34433,100428,435
Bargarh,Odisha,2018,7,34750,105471,819
Bargarh,Odisha,2019,7,17845,134672,327
Bargarh,Odisha,2020,8,38104,90045,786
Bargarh,Odisha,2021,3,31481,177616,976
Bargarh,Odisha,2022,9,18950,59492,525
Bargarh,Odisha,2023,4,28796,189709,337
Bargarh,Odisha,2024,5,38594,125679,529
Bhadrak,Odisha,2015,8,34060,84573,820
Bhadrak,Odisha,2016,8,49460,185909,574
Bhadrak,Odisha,2017,6,20512,101136,957
Bhadrak,Odisha,2018,5,21053,115962,830
Bhadrak,Odisha,2019,7,45133,170757,887
Bhadrak,Odisha,2020,5,42680,70449,882
Bhadrak,Odisha,2021,9,27058,80619,438
Bhadrak,Odisha,2022,7,23045,77797,272
Bhadrak,Odisha,2023,3,12327,187074,451
Bhadrak,Odisha,2024,9,25590,103904,742
Boudh,Odisha,2015,5,46548,79099,607
Boudh,Odisha,2016,8,16852,132238,419
Boudh,Odisha,2017,8,28408,145772,923
Boudh,Odisha,2018,8,20141,154744,498
Boudh,Odisha,2019,8,39812,184770,609
Boudh,Odisha,2020,9,43178,66731,496
Boudh,Odisha,2021,3,43429,199250,826
Boudh,Odisha,2022,5,33931,84129,169
Boudh,Odisha,2023,7,11906,124942,845
Boudh,Odisha,2024,7,30107,86004,649
Cuttack,Odisha,2015,3,14891,181266,947
Cuttack,Odisha,2016,9,35319,60523,868
Cuttack,Odisha,2017,4,35027,199011,719
Cuttack,Odisha,2018,6,48523,78105,379
Cuttack,Odisha,2019,7,23613,144507,471
Cuttack,Odisha,2020,8,31579,83001,270
Cuttack,Odisha,2021,3,35800,50985,279
Cuttack,Odisha,2022,9,42118,136503,240
Cuttack,Odisha,2023,4,44644,162751,370
Cuttack,Odisha,2024,6,10916,101475,951
Deogarh,Odisha,2015,8,10041,71553,544
Deogarh,Odisha,2016,7,28912,192617,950
Deogarh,Odisha,2017,4,10471,183438,834
Deogarh,Odisha,2018,4,12789,84369,838
Deogarh,Odisha,2019,8,27707,198932,773
Deogarh,Odisha,2020,9,40478,126785,183
Deogarh,Odisha,2021,6,12599,196365,962
Deogarh,Odisha,2022,6,30183,127689,296
Deogarh,Odisha,2023,3,28382,50153,498
Deogarh,Odisha,2024,8,31989,79394,820
Dhenkanal,Odisha,2015,7,40965,103653,688
Dhenkanal,Odisha,2016,9,31804,92869,433
Dhenkanal,Odisha,2017,5,15074,130217,263
Dhenkanal,Odisha,2018,4,48267,192918,604
Dhenkanal,Odisha,2019,5,41798,167355,620
Dhenkanal,Odisha,2020,6,35355,50865,167
Dhenkanal,Odisha,2021,3,37665,56514,473
Dhenkanal,Odisha,2022,7,43427,185260,397
Dhenkanal,Odisha,2023,3,29867,161384,474
Dhenkanal,Odisha,2024,5,17242,54051,764
Gajapati,Odisha,2015,7,32340,143612,678
Gajapati,Odisha,2016,7,22956,62582,698
Gajapati,Odisha,2017,5,34799,65056,198
Gajapati,Odisha,2018,7,32466,78076,175
Gajapati,Odisha,2019,8,49941,160581,228
Gajapati,Odisha,2020,9,34021,184687,825
Gajapati,Odisha,2021,4,46378,64636,608
Gajapati,Odisha,2022,5,11505,81645,871
Gajapati,Odisha,2023,5,23639,126569,626
Gajapati,Odisha,2024,4,10518,142062,590
Ganjam,Odisha,2015,4,20609,154980,967
Ganjam,Odisha,2016,3,21067,151773,744
Ganjam,Odisha,2017,3,16965,96060,949
Ganjam,Odisha,2018,6,39066,163619,686
Ganjam,Odisha,2019,5,16245,171035,891
Ganjam,Odisha,2020,5,31014,68166,516
Ganjam,Odisha,2021,3,49936,118842,906
Ganjam,Odisha,2022,8,29754,161613,882
Ganjam,Odisha,2023,6,37774,72217,912
Ganjam,Odisha,2024,5,18919,122395,558
Jagatsinghapur,Odisha,2015,4,28097,195230,574
Jagatsinghapur,Odisha,2016,9,42604,128286,587
Jagatsinghapur,Odisha,2017,5,19208,164715,966
Jagatsinghapur,Odisha,2018,7,25728,92905,923
Jagatsinghapur,Odisha,2019,8,42897,98252,738
Jagatsinghapur,Odisha,2020,8,47899,157207,456
Jagatsinghapur,Odisha,2021,9,48383,97880,624
Jagatsinghapur,Odisha,2022,5,24428,148978,361
Jagatsinghapur,Odisha,2023,7,32912,50793,472
Jagatsinghapur,Odisha,2024,4,25558,180577,194
Jajapur,Odisha,2015,6,35692,125562,665
Jajapur,Odisha,2016,6,16051,153238,716
Jajapur,Odisha,2017,7,16868,87514,298
Jajapur,Odisha,2018,6,29063,153201,916
Jajapur,Odisha,2019,9,33958,74678,736
Jajapur,Odisha,2020,8,22461,102119,593
Jajapur,Odisha,2021,6,23760,113828,736
Jajapur,Odisha,2022,7,36999,109687,478
Jajapur,Odisha,2023,3,32987,156551,619
Jajapur,Odisha,2024,8,44030,108974,609
Jharsuguda,Odisha,2015,6,16968,191477,859
Jharsuguda,Odisha,2016,8,43348,99233,941
Jharsuguda,Odisha,2017,9,23738,139533,816
Jharsuguda,Odisha,2018,3,19889,146884,220
Jharsuguda,Odisha,2019,7,25462,51634,296
Jharsuguda,Odisha,2020,8,11749,83488,307
Jharsuguda,Odisha,2021,3,43601,135100,591
Jharsuguda,Odisha,2022,5,12033,80895,587
Jharsuguda,Odisha,2023,3,41391,63242,452
Jharsuguda,Odisha,2024,7,11950,114863,166
Kalahandi,Odisha,2015,5,44420,148716,157
Kalahandi,Odisha,2016,3,19551,194080,452
Kalahandi,Odisha,2017,9,44371,118922,653
Kalahandi,Odisha,2018,9,32222,164421,305
Kalahandi,Odisha,2019,6,19408,153011,181
Kalahandi,Odisha,2020,3,44901,103660,833
Kalahandi,Odisha,2021,3,30361,156695,285
Kalahandi,Odisha,2022,9,26320,189314,562
Kalahandi,Odisha,2023,4,21367,165590,682
Kalahandi,Odisha,2024,5,36788,73218,321
Kandhamal,Odisha,2015,8,17455,57103,396
Kandhamal,Odisha,2016,5,26669,123533,984
Kandhamal,Odisha,2017,6,43285,65661,765
Kandhamal,Odisha,2018,9,43767,180034,710
Kandhamal,Odisha,2019,6,43023,76059,622
Kandhamal,Odisha,2020,6,32995,120835,235
Kandhamal,Odisha,2021,5,46263,174163,860
Kandhamal,Odisha,2022,8,41388,132525,812
Kandhamal,Odisha,2023,4,34119,105151,329
Kandhamal,Odisha,2024,4,36311,82469,949
Kendrapara,Odisha,2015,4,13165,56039,570
Kendrapara,Odisha,2016,5,49577,53344,180
Kendrapara,Odisha,2017,7,25022,85090,406
Kendrapara,Odisha,2018,8,16612,111062,757
Kendrapara,Odisha,2019,9,11432,132613,756
Kendrapara,Odisha,2020,3,11209,171923,997
Kendrapara,Odisha,2021,9,13290,113219,995
Kendrapara,Odisha,2022,8,34487,154485,596
Kendrapara,Odisha,2023,5,47756,114984,687
Kendrapara,Odisha,2024,8,35235,60346,792
Kendujhar,Odisha,2015,6,34077,182845,621
Kendujhar,Odisha,2016,5,28489,106984,272
Kendujhar,Odisha,2017,8,23321,86880,297
Kendujhar,Odisha,2018,6,24013,68563,349
Kendujhar,Odisha,2019,5,11341,155254,821
Kendujhar,Odisha,2020,3,10454,117474,607
Kendujhar,Odisha,2021,8,16521,75409,928
Kendujhar,Odisha,2022,3,25319,146779,903
Kendujhar,Odisha,2023,9,16203,113134,853
Kendujhar,Odisha,2024,5,21941,114794,699
Khordha,Odisha,2015,4,42598,86426,792
Khordha,Odisha,2016,4,17720,81826,176
Khordha,Odisha,2017,4,19574,181219,243
Khordha,Odisha,2018,4,40517,78072,597
Khordha,Odisha,2019,8,11876,158497,266
Khordha,Odisha,2020,4,34076,172363,283
Khordha,Odisha,2021,5,42736,121230,580
Khordha,Odisha,2022,3,18882,193081,504
Khordha,Odisha,2023,4,11358,123119,258
Khordha,Odisha,2024,5,42185,134523,485
Koraput,Odisha,2015,6,20115,86265,570
Koraput,Odisha,2016,5,20501,111861,595
Koraput,Odisha,2017,6,17577,181165,671
Koraput,Odisha,2018,8,23836,198835,500
Koraput,Odisha,2019,6,11806,52990,458
Koraput,Odisha,2020,4,42944,192624,812
Koraput,Odisha,2021,4,41787,157818,784
Koraput,Odisha,2022,8,22431,109879,439
Koraput,Odisha,2023,9,25702,130311,775
Koraput,Odisha,2024,5,29728,162124,834
Malkangiri,Odisha,2015,5,32544,165205,303
Malkangiri,Odisha,2016,7,16735,152374,562
Malkangiri,Odisha,2017,6,38055,65892,859
Malkangiri,Odisha,2018,3,46449,52700,851
Malkangiri,Odisha,2019,9,34903,147380,499
Malkangiri,Odisha,2020,3,20976,50767,271
Malkangiri,Odisha,2021,4,19094,61312,549
Malkangiri,Odisha,2022,7,43354,83760,626
Malkangiri,Odisha,2023,3,38284,181375,854
Malkangiri,Odisha,2024,6,45376,124056,216
Mayurbhanj,Odisha,2015,3,49157,180422,990
Mayurbhanj,Odisha,2016,3,10890,82454,859
Mayurbhanj,Odisha,2017,9,21689,135368,725
Mayurbhanj,Odisha,2018,3,49100,195062,346
Mayurbhanj,Odisha,2019,5,17209,62490,820
Mayurbhanj,Odisha,2020,7,39632,85938,790
Mayurbhanj,Odisha,2021,4,44022,144881,560
Mayurbhanj,Odisha,2022,3,26417,99403,756
Mayurbhanj,Odisha,2023,6,35538,176199,827
Mayurbhanj,Odisha,2024,9,45246,110075,501
Nabarangpur,Odisha,2015,3,49131,96278,398
Nabarangpur,Odisha,2016,6,14579,67929,596
Nabarangpur,Odisha,2017,5,36601,90798,285
Nabarangpur,Odisha,2018,6,15392,96712,152
Nabarangpur,Odisha,2019,3,40438,115136,987
Nabarangpur,Odisha,2020,4,41033,174844,767
Nabarangpur,Odisha,2021,5,47947,71175,179
Nabarangpur,Odisha,2022,5,11761,162562,196
